File,Year,Workplace,Position,CleanedPosition,PlaceLat,PlaceLon,PlaceArea,PlaceCity,FullName,Gender,TotalIncome,ReporterIncome,SpouseIncome,Income1,Income2,Income3,Income4,Income5,Outcome1,Outcome2,Outcome3,RealEstateType1,RealEstateArea1,RealEstateType2,RealEstateArea2,RealEstateType3,RealEstateArea3,RealEstateType4,RealEstateArea4,RealEstateType5,RealEstateArea5,RealEstateType6,RealEstateArea6,RealEstateType7,RealEstateArea7,RealEstateType8,RealEstateArea8,RealEstateType9,RealEstateArea9,RealEstateType10,RealEstateArea10,RealEstateType11,RealEstateArea11,RealEstateType12,RealEstateArea12,RealEstateType13,RealEstateArea13,RealEstateType14,RealEstateArea14,RealEstateType15,RealEstateArea15,RealEstateType16,RealEstateArea16,RealEstateType17,RealEstateArea17,RealEstateType18,RealEstateArea18,RealEstateType19,RealEstateArea19,RealEstateType20,RealEstateArea20,RealEstateType21,RealEstateArea21,RealEstateType22,RealEstateArea22,RealEstateType23,RealEstateArea23,RealEstateType24,RealEstateArea24,RealEstateType25,RealEstateArea25,RealEstateType26,RealEstateArea26,RealEstateType27,RealEstateArea27,RealEstateType28,RealEstateArea28,RealEstateType29,RealEstateArea29,RealEstateType30,RealEstateArea30,RealEstateType31,RealEstateArea31,PropertyType1,PropertyDescription1,PropertyType2,PropertyDescription2,PropertyType3,PropertyDescription3,PropertyType4,PropertyDescription4,PropertyType5,PropertyDescription5,RelativeIncome1,RelativeIncome2,RelativeIncome3,RelativeIncome4,RelativeIncome5,RelativeIncome6,RelativeOutcome1,RelativeOutcome2,RelativeOutcome3,RelativeOutcome4,RelativeRealEstateType1,RelativeRealEstateArea1,RelativeRealEstateType2,RelativeRealEstateArea2,RelativeRealEstateType3,RelativeRealEstateArea3,RelativeRealEstateType4,RelativeRealEstateArea4,RelativeRealEstateType5,RelativeRealEstateArea5,RelativeRealEstateType6,RelativeRealEstateArea6,RelativeRealEstateType7,RelativeRealEstateArea7,RelativeRealEstateType8,RelativeRealEstateArea8,RelativeRealEstateType9,RelativeRealEstateArea9,RelativeRealEstateType10,RelativeRealEstateArea10,RelativeRealEstateType11,RelativeRealEstateArea11,RelativeRealEstateType12,RelativeRealEstateArea12,RelativeRealEstateType13,RelativeRealEstateArea13,RelativeRealEstateType14,RelativeRealEstateArea14,RelativeRealEstateType15,RelativeRealEstateArea15,RelativeRealEstateType16,RelativeRealEstateArea16,RelativeRealEstateType17,RelativeRealEstateArea17,RelativeRealEstateType18,RelativeRealEstateArea18,RelativeRealEstateType19,RelativeRealEstateArea19,RelativeRealEstateType20,RelativeRealEstateArea20,RelativeRealEstateType21,RelativeRealEstateArea21,RelativeRealEstateType22,RelativeRealEstateArea22,RelativeRealEstateType23,RelativeRealEstateArea23,RelativeRealEstateType24,RelativeRealEstateArea24,RelativeRealEstateType25,RelativeRealEstateArea25,RelativeRealEstateType26,RelativeRealEstateArea26,RelativeRealEstateType27,RelativeRealEstateArea27,RelativeRealEstateType28,RelativeRealEstateArea28,RelativeRealEstateType29,RelativeRealEstateArea29,RelativeRealEstateType30,RelativeRealEstateArea30,RelativeRealEstateType31,RelativeRealEstateArea31,RelativeRealEstateType32,RelativeRealEstateArea32,RelativePropertyType1,RelativePropertyDescription1,RelativePropertyType2,RelativePropertyDescription2,RelativePropertyType3,RelativePropertyDescription3,RelativePropertyType4,RelativePropertyDescription4,RelativePropertyType5,RelativePropertyDescription5,RelativePropertyType6,RelativePropertyDescription6,RelativePropertyType7,RelativePropertyDescription7,RelativePropertyType8,RelativePropertyDescription8,RelativePropertyType9,RelativePropertyDescription9,RelativePropertyType10,RelativePropertyDescription10
files/2015-2016/201611151718547.xlsx,2015,Мэрия города Токтогул,Руководитель аппарата,руководитель аппарата,41.8760133,72.9401509,Джалал-Абадская область,Токтогул,Султанова Алия,Ж,273080.0,273080.0,0.0,273080.0,"","","","","","","",дом,613.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608301736292.xlsx,2015,Верховный суд КР,Судья,судья,42.8796081,74.605566,Чуйская область,Бишкек,Сатыбалдиева Нургуль Айыповна,Ж,1249267.0,1249267.0,0.0,"1 127 372 (з/п), 121 895 (пенсия)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608111540038.xlsx,2015,Кеминский районный суд,Судья,судья,42.788751,75.699485,Чуйская область,Кемин,Агышаева Наргиза Токтоболотовна,Ж,244130.0,244130.0,0.0,244130,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",квартира,56.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Хонда Стрим,"","","","","","","","","","","","","","","","","",""
files/2015-2016/2016111422220514.xlsx,2015,Государственная таможенная служба при Правительстве Кыргызской Республики,Начальник отдела,начальник отдела,42.8821142,74.5976226,Чуйская область,Бишкек,Усупбаев Шаршенкул Уралиевич,М,538090.0,538090.0,0.0,538 090,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",890 000,"","","",квартира,"98,4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",транспортное средство,-,"","","","","","","","","","","","","","","","","",""
files/2015-2016/201708241815232.xlsx,2016,Государственная администрация Тюпского района Иссык-Кульской области,Заместитель главы,заместитель главы,42.1859428,77.5619419,Иссык-Кульская область,Тюп,Сыдыкбаева Умсунай Жапаровна,Ж,595503.0,324764.0,270739.0,269 927 с.-по месту основной работы,54 837 с.-пенсия,"","","","","","",дом,"62,7",земельная доля,"0,45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",270 739 с.-по месту основной работы,"","","","","","","","","",дом,"62,7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,БМВ,автомобиль,Ниссан Сефиро,"","","","","","","","","","","","","","","",""
files/2015-2016/201709182150410.xlsx,2016,Аппарат Правительства КР,Эксперт,эксперт,41.20438,74.766098,Чуйская область,Бишкек,Акматбеков Улан Акматбекович,М,402259.0,321859.0,80400.0,321 859 с.-по месту основной работы,"","","","","","","",дом,240,земельный участок,700,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",легковой автомобиль,"Мерседес Спрринтер, 2001 г.в.",легковой автомобиль,"Мерседес Спрринтер, 2001 г.в.",легковой автомобиль,"Тойота, 1999 г.в.",легковой автомобиль,"Хонда СРВ, 2002 г.в.","","",80 400 с.-по месту основной работы,"","","","","","","","","",земельный участок,9000,земельный участок,16 000,земельный участок,18 000,земельный участок,18 000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017072015484013.xlsx,2016,Жогорку Кенеш Кыргызской Республики,Депутат,депутат,42.8772492,74.6002389,Чуйская область,Бишкек,Тулендыбаев Пархат Розымович,М,678307.0,678307.0,0.0,678 307 с. - по месту основной работы,"","","","",1 736 500 с.,"","",дом,"153,5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус LX570, V=5883 Б","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017082423131715.xlsx,2016,Государственная администрация Ак-Талинского района Нарынской области,Заместитель главы,заместитель главы,41.0627526,74.7805192,Нарынская область,Баетово,Мамбетова Жылдыз Асанкуловна,Ж,848624.0,498624.0,350000.0,498 624 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",350 000 с.-по месту основной работы,"","","","","","","","","",квартира,24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201609262223349.xlsx,2015,Аппарат Жогорку Кенеша Кыргызской Республики,Заведующая отделом,заведующая отделом,41.20438,74.766098,Чуйская область,Бишкек,Аманбаева Сусанна Аруновна,Ж,1238144.0,619190.0,618954.0,619190.0,"","","","","","","",дом/времянка,28.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",618954.0,"","","","","","","","","",дом,45.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус RX330, 2003г вып., V-3311","","","","","","","","","","","","","","","","","",""
files/2015-2016/201708071619577.xlsx,2016,Государственное агентство охраны окружающей среды и лесного хозяйства при  Правительстве Кыргызской Республики,Директор,директор,42.8568906,74.6061364,Чуйская область,Бишкек,Рустамов Абдыкалык Алибекович,М,789478.0,529478.0,260000.0,529 478 с. -по месту основной работы ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",260 000 с. - по месту основной работы,"","","","","","","","","",дом,56,дом,60,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201609192101339.xlsx,2015,Аппарат Президента Кыргызской Республики,Заведующий отделом,заведующий отделом,42.8807207,74.6092764,Чуйская область,Бишкек,Мусабеков Алмазбек Обосбекович,М,732333.0,732333.0,0.0,732 333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016081017215111.xlsx,2015,Бишкекский городской суд,Заместитель председателя,заместитель председателя,42.8704385,74.6026989,Чуйская область,Бишкек,Воронцова Ирина Николаевна,Ж,872972.0,872972.0,0.0,872972,"","","","","","","",квартира,57,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",квартира,87.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016092616574413.xlsx,2015,Аппарат Правительства Кыргызской Республики,Эксперт  информационного отдела,эксперт,42.8800704,74.6039909,Чуйская область,Бишкек,Нурматова Элиза Зуридиновна,Ж,337828.0,337828.0,0.0,337828,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201607182146390.xlsx,2015,Министерство финансов Кыргызской Республики,Экс-министр,министр,42.8808181,74.6064033,Чуйская область,Бишкек,Лаврова Ольга Владимировна,Ж,3375946.01,3375946.01,0.0,"3 375 946,01 сом","","","","","","","",квартира,61.9,квартира,68.5,квартира,131.9,земельный участок,100,земельный участок,100,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608102013203.xlsx,2015,Первомайский районный суд г.Бишкек,Судья,судья,42.8650908,74.6103052,Чуйская область,Бишкек,Каипов Эмилбек Осконбаевич,М,188181.0,188181.0,0.0,188181,"","","","","","","", земельный участок с домом,"5,92 сот",земельный участок,"14,51 сот",земельный участок,"0,72 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус ЕS300, 2002 г.в","","","","","","","","","","","","","","","","","","",квартира,62.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016092622260512.xlsx,2015,Аппарат Жогорку Кенеша Кыргызской Республики,Заведующая отделом,заведующая отделом,41.20438,74.766098,Чуйская область,Бишкек,Бактаева Сатынды Дуйшоновна,Ж,967850.0,787850.0,180000.0,787850.0,"","","","","","","",квартира (50% доли),60.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",180000.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Ниссан Примера, 1999г вып., V-1600","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608192325470.xlsx,2015,Ошский областной суд,Судья,судья,40.5267095,72.7964777,Ошская область,Ош,Токтомушев Мамасалы Мырзашевич,М,969720.0,900720.0,69000.0,900720,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,ВАЗ- 21063,"","","","","","","","",69000,"","","","","","","","","",квартира,43,земельный участок,500,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608101556178.xlsx,2015,Свердловский районный суд г.Бишкек,Судья,судья,42.8697758,74.6163468,Чуйская область,Бишкек,Чотонов Санжар Бейшенкулович,М,197927.0,197927.0,0.0,197927,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016070817575913.xlsx,2015,Жогорку Кенеш Кыргызской Республики,экс-депутат,депутат,42.8772492,74.6002389,Чуйская область,Бишкек,Молдобаев Нарынбек,М,1244073.0,844073.0,400000.0,844 073 сома,"","","","","","","",часть административного здания,"78,7",квартира,"73,2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",лег/автомобиль,"Тойота Лендкрузер, 2013г.,V=4608 см³, куз.JTMHX09J204037088","","","","","","","","",400 000 сомов,"","","","","","","","","",квартира,"271,3",жилой дом,"354,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Ниссан Мурано, V=3498, куз.№LN8HZ0W007945",автомобиль,"Лексус LX570, V=5663, куз.LTLHYOOW9C4095846","","","","","","","","","","","","","","","",""
files/2015-2016/2016071922002815.xlsx,2015,Генеральная прокуратура Кыргызской Республики,Генеральный прокурор,генеральный прокурор,42.8328175,74.5899316,Чуйская область,Бишкек,Джолдубаева Индира Ырысбаевна,Ж,478816.0,478816.0,0.0,478 816,"","","","","","","",квартира,34,часть дома (50% доли),"28,9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016071923364113.xlsx,2015,Государственная кадровая служба Кыргызской Республики,Заместитель директора,директор,42.8716,74.595333,Чуйская область,Бишкек,Тарбинский Олег Станиславович,М,756105.0,565665.0,190440.0,565665,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",190440,"","","","","","","","","",дачный участок,503.8,дачный участок,510,дачный участок,500,дачный дом,19.3,гараж,18,гараж,18,гараж (металлический),-,квартира,54.7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Volkswagen Passat, 1994 г.в, V-1781, кузов № wwwzzz3azsec222244","","","","","","","","","","","","","","","","","",""
files/2015-2016/201609262228159.xlsx,2015,Аппарат Жогорку Кенеша Кыргызской Республики,Заместитель руководителя аппарата,заместитель руководителя аппарата,41.20438,74.766098,Чуйская область,Бишкек,Касмамбетов Суйунбек Сапарбекович,М,923736.0,923736.0,0.0,923736.0,"","","","","","","",квартира,39.81,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль (50% доли),"Лексус RX300, 2002г вып., V-2996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016081921264614.xlsx,2015,Жалал-Абадский областной суд,Экс-судья,судья,40.925507,73.0069158,Джалал-Абадская область,Джалал Абад,Джапакбаев Кадырали Джоробекович,М,696872.0,696872.0,0.0,696872,"","","","",500000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Тойота Хапер,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608152004549.xlsx,2015,Нарынский областной суд,Судья,судья,41.427778,76.0011751,Нарынская область,Нарын,Сарымсаков Усенбек Жумашович,М,1513427.0,1349927.0,163500.0,"1 249 995 (з/п), 99 932 (пенсия)","","","","","","","",дом,61.01,дом,131.85,дом,40,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",163500,"","","","","","","","","",квартира,58.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Nissan Patrol,"","","","","","","","","","","","","","","","","",""
files/2015-2016/2017091318095914.xlsx,2016,Аппарат Президента Кыргызской Республики,Эксперт,эксперт,42.8807207,74.6092764,Чуйская область,Бишкек,Шукурбеков Улугбек Абдималикович,М,568936.0,568936.0,0.0,568 936 с.-по месту основной работы,"","","","","","","",квартира,"77,7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"БМВ- 525, 2001г., V=2494","","","","","","","","","","","","","","","","","",""
files/2015-2016/201611151653399.xlsx,2015,Мэрия города Кара-Балта,Руководитель аппарата,руководитель аппарата,42.8014367,73.8519242,Чуйская область,Кара-Балта,Гафиров Гламжан Абрахманович,М,289341.0,289341.0,0.0,289341.0,"","","","",дом,земля с/х назначения,"",125.0,,не указано,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Мицубиси Паджеро, 2008г вып., V-2997 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017091916334314.xlsx,2016,Аппарат Правительства КР,Эксперт,эксперт,41.20438,74.766098,Чуйская область,Бишкек,Исмаилбеков Улан Болотбекович,М,793924.5,673924.5,120000.0,"673 924,50 с.-по месту основной работы ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",120 000 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017091316330111.xlsx,2016,Аппарат Президента КР,Заместитель заведующего отделом,заместитель заведующего отделом,41.20438,74.766098,Чуйская область,Бишкек,Джусупов Бакыт Алиевич,М,644650.0,644650.0,0.0,644 650 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",420 000 с.,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Кемри, 2007 г.в., V=2400","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016081921455212.xlsx,2015,Майлуу-Суйский районный суд,И.о председателя,председатель,41.2599046,72.4679781,Джалал-Абадская область,Ноокен,Калыбеков Улукбек Жолдошович,М,1065378.0,1015970.0,49408.0,1015970,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49408,"","","","","","","","","",квартира,268,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201708071602239.xlsx,2016,"Государственный комитет промышленности, энергетики и недропользования Кыргызской Республики",Заместитель председателя,заместитель председателя,42.8645992,74.6050978,Чуйская область,Бишкек,Мырзаканов Кубан Нуржанович,М,1083043.0,291043.0,792000.0,291 043 с. - по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",792 000 с. - по месту основной работы,"","","","","","","","","",жилой дом,"136,0",квартира,"110,4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016071917250412.xlsx,2015,Государственная служба регулирования и надзора за финансовым рынком при Правительстве  Кыргызской Республики.,Член исполнительного Совета,член исполнительного совета,42.8809986,74.5965518,Чуйская область,Бишкек,Абжанбеков Айтемир Эркинович,М,262977.0,262977.0,0.0,262977,"","","","","","","",земельный участок,20 сот,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус RX-330, 2004 г.в, W2T2HA31U75C 042757","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201607191739045.xlsx,2015,Государственная регистрационная служба при Правительстве Кыргызской Республики,Директор ДРНАГС,директор,42.8711535,74.6023662,Чуйская область,Бишкек,Пратова Мухабат Курсановна,Ж,528732.0,528732.0,0.0,528732,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201708071654171.xlsx,2016,Государственное агентство антимонопольного регулирования при Правительстве Кыргызской Республики,Заместитель директора,директор,42.8474863,74.6111691,Чуйская область,Бишкек,Тайлаков Кенешбай Доскулович,М,1275906.0,767906.0,508000.0,767 906 с. -по месту основной работы,"","","","","","","",квартира (50%),"69,18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",508 000 с. - от предпринимательской деятельности,"","","","","","","","","",дом (50%),"125,7",торговый контейнер,"26,4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль ,"Лексус 350, 2008г., V=350","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017081020582713.xlsx,2016,Министерство иностранных дел Кыргызской Республики,Чрезвычайный и Полномочный Посол КР в Объединенных Арабских Эмиратах,посол,42.8800996,74.6078539,Чуйская область,Бишкек,Эшимбеков Чынгыз Казыбаевич,М,3263713.0,2907268.0,356445.0,2 907 268 с. -по месту основной работы,"","","","","","","",квартира,"100,1",квартира,"66,2",дачный дом,"41,5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота 4 Раннер, 2003г.","","","","","","","","",356 445 с. - компенсация,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608121718482.xlsx,2015,Сокулукский районный суд,Экс-судья,судья,42.857496,74.3025192,Чуйская область,Сокулук,Бекешов Тыныбек Рахманбердиевич,М,732830.0,732830.0,0.0,732830,"","","","","","","",земельный участок,500,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",дом,5.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Хонда Одиссей,автомобиль,Хонда  ,"","","","","","","","","","","","","","","",""
